player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Joe Thuney,10712,G,NE,19,0,19,66.1,100.0,325,53.6,325,70.4,3,100.0,606,606,68.9,100.0,179,29.5,179
Trent Brown,9677,T,NE,19,3,19,71.3,100.0,321,53.8,321,69.8,7,100.0,597,597,62.7,100.0,177,29.6,177
David Andrews,9948,C,NE,19,0,19,63.5,100.0,320,54.1,320,71.4,3,100.0,591,591,77.9,100.0,177,29.9,177
Tom Brady,698,QB,NE,19,0,19,60.1,100.0,318,57.1,318,60.1,0,95.9,557,581,60.1,100.0,174,31.2,174
Matt Skura,11102,C,BLT,17,0,3,60.5,100.0,320,57.6,320,58.0,1,100.0,556,556,59.5,100.0,161,29.0,161
Duane Brown,4340,T,SEA,17,0,29,72.2,100.0,160,29.3,160,74.5,1,100.0,546,546,70.9,100.0,342,62.6,342
Shaq Mason,9564,G,NE,17,1,19,79.8,100.0,295,54.3,295,82.9,2,100.0,543,543,82.4,100.0,160,29.5,160
Marshal Yanda,3702,G,BLT,17,0,3,65.9,100.0,315,58.9,315,77.7,1,100.0,535,535,87.9,100.0,147,27.5,147
Rob Havenstein,9490,T,LA,19,0,26,78.9,100.0,124,23.2,124,85.9,1,100.0,534,534,81.6,100.0,338,63.3,338
Austin Blythe,10882,G,LA,19,0,26,55.2,100.0,124,23.2,124,70.3,0,100.0,534,534,71.6,100.0,338,63.3,338
Ronnie Stanley,10640,T,BLT,16,0,3,62.8,100.0,307,58.4,307,65.2,1,100.0,526,526,62.7,100.0,148,28.1,148
Rodger Saffold,5558,G,LA,19,0,26,52.4,100.0,121,23.7,121,75.7,0,100.0,511,511,76.5,100.0,324,63.4,324
Russell Wilson,7077,QB,SEA,17,0,29,60.0,98.8,158,31.1,160,60.0,0,92.9,508,547,60.0,94.5,324,63.8,343
Germain Ifedi,10665,T,SEA,16,0,29,51.6,100.0,149,29.3,149,51.1,3,100.0,508,508,52.1,100.0,320,63.0,320
Justin Britt,8699,C,SEA,16,0,29,67.4,100.0,150,29.6,150,62.9,1,100.0,507,507,58.6,100.0,316,62.3,316
Max Unger,4972,C,NO,18,0,20,62.8,100.0,199,39.5,199,56.4,1,100.0,504,504,52.4,100.0,235,46.6,235
Ryan Ramczyk,11787,T,NO,17,1,20,78.6,100.0,194,39.0,194,79.2,4,100.0,498,498,77.2,100.0,234,47.0,234
John Sullivan,4501,C,LA,19,0,26,45.1,100.0,114,23.0,114,55.6,2,100.0,496,496,55.9,100.0,317,63.9,317
Marcus Cannon,6290,T,NE,16,0,19,67.5,100.0,272,55.1,272,68.8,2,100.0,494,494,73.7,100.0,139,28.1,139
Andrew Whitworth,3000,T,LA,19,0,26,66.9,100.0,113,23.1,113,79.1,1,100.0,490,490,69.1,100.0,314,64.1,314
J.R. Sweezy,7209,G,SEA,16,0,29,55.4,100.0,144,29.5,144,48.3,4,100.0,488,488,52.9,100.0,307,62.9,307
Larry Warford,7846,G,NO,17,0,20,52.0,100.0,189,39.0,189,60.2,0,100.0,484,484,72.4,100.0,226,46.7,226
Joe Looney,7117,C,DAL,18,0,9,47.8,100.0,210,43.8,210,46.9,2,100.0,479,479,51.4,100.0,217,45.3,217
La'el Collins,9719,T,DAL,18,0,9,62.0,100.0,209,43.7,209,70.3,4,100.0,478,478,71.6,100.0,217,45.4,217
Jared Goff,10635,QB,LA,19,0,26,60.0,99.1,115,24.3,116,60.0,0,94.4,473,501,60.0,99.1,317,67.0,320
Rob Gronkowski,5567,TE,NE,16,1,19,55.0,100.0,254,54.2,254,60.1,4,100.0,469,469,62.2,100.0,137,29.2,137
Tyler Higbee,10744,TE,LA,19,0,26,53.3,100.0,108,23.0,108,66.9,0,100.0,469,469,67.9,100.0,293,62.5,293
Robert Woods,7822,WR,LA,19,0,26,68.3,95.7,110,23.9,115,79.9,1,95.2,461,484,71.6,100.0,313,67.9,313
Cody Whitehair,10690,C,CHI,17,0,6,66.0,100.0,133,29.2,133,70.6,0,100.0,456,456,73.1,100.0,268,58.8,268
Bobby Massie,7112,T,CHI,17,1,6,53.9,100.0,133,29.5,133,60.4,2,100.0,451,451,61.3,100.0,268,59.4,268
Dan Feeney,11826,G,LAC,18,0,27,56.3,100.0,237,52.7,237,53.9,1,100.0,450,450,44.0,100.0,132,29.3,132
Quenton Nelson,12954,G,IND,18,1,14,78.6,100.0,242,53.8,242,80.9,3,100.0,450,450,76.2,100.0,154,34.2,154
Charles Leno Jr.,8880,T,CHI,17,0,6,63.4,100.0,132,29.4,132,67.9,1,100.0,449,449,66.8,100.0,263,58.6,263
Drew Brees,802,QB,NO,17,0,20,61.1,100.0,190,42.5,190,63.4,0,93.3,447,479,64.9,100.0,226,50.6,226
Brandin Cooks,8655,WR,LA,19,0,26,75.7,100.0,113,25.6,113,55.6,0,97.6,442,453,61.2,100.0,298,67.4,298
Ben Jones,7099,C,TEN,16,0,31,63.7,100.0,108,24.8,108,70.8,1,100.0,436,436,73.8,100.0,293,67.2,293
Michael Schofield III,8730,G,LAC,18,0,27,51.9,100.0,234,53.7,234,55.3,0,100.0,436,436,61.9,100.0,126,28.9,126
Josh Kline,8230,G,TEN,16,1,31,58.3,100.0,108,25.1,108,56.7,2,100.0,431,431,59.1,100.0,293,68.0,293
Nick Martin,10684,C,HST,17,0,13,66.5,100.0,119,27.6,119,57.3,0,100.0,431,431,55.3,100.0,280,65.0,280
Brandon Brooks,7078,G,PHI,18,0,24,66.3,100.0,132,31.1,132,68.0,1,100.0,425,425,71.1,100.0,253,59.5,253
Tyler Lockett,9502,WR,SEA,17,0,29,59.5,100.0,110,26.1,110,58.7,0,97.0,422,435,63.2,100.0,302,71.6,302
DeAndre Hopkins,7808,WR,HST,17,0,13,65.4,100.0,118,28.0,118,63.8,1,99.8,421,422,58.9,100.0,279,66.3,279
Jason Kelce,6343,C,PHI,18,0,24,81.0,100.0,136,32.4,136,85.6,2,100.0,420,420,71.6,100.0,246,58.6,246
Dion Dawkins,11818,T,BUF,16,0,4,65.7,100.0,147,35.1,147,61.2,1,100.0,419,419,59.7,100.0,203,48.4,203
Dak Prescott,10769,QB,DAL,18,0,9,60.0,97.6,204,48.7,209,60.0,0,88.6,419,473,60.0,91.0,193,46.1,212
Mike McGlinchey,46275,T,SF,16,0,28,82.9,100.0,95,22.8,95,81.2,1,100.0,417,417,72.1,100.0,285,68.3,285
Mike Pouncey,6167,C,LAC,18,0,27,57.5,100.0,223,53.5,223,56.5,3,100.0,417,417,48.0,100.0,121,29.0,121
Zack Martin,8651,G,DAL,16,0,9,60.8,100.0,186,45.1,186,71.3,0,100.0,412,412,76.0,100.0,184,44.7,184
Philip Rivers,1725,QB,LAC,18,0,27,60.2,99.6,228,55.5,229,60.1,0,96.5,411,426,60.0,99.2,123,29.9,124
Orlando Brown Jr.,46227,T,BLT,14,0,3,63.7,100.0,246,60.0,246,61.3,0,100.0,410,410,59.9,100.0,117,28.5,117
Michael Thomas,10681,WR,NO,18,1,20,67.8,100.0,168,41.1,168,63.1,2,100.0,409,409,63.6,100.0,207,50.6,207
Andrew Luck,7007,QB,IND,18,0,14,60.0,100.0,240,58.8,240,60.0,0,93.6,408,436,60.0,100.0,149,36.5,149
Laken Tomlinson,9461,G,SF,16,0,28,60.6,100.0,92,22.5,92,64.2,1,100.0,408,408,65.2,100.0,280,68.6,280
Jordan Mills,7945,T,BUF,16,0,4,53.2,100.0,142,34.9,142,48.6,3,100.0,407,407,52.0,100.0,198,48.6,198
Frank Ragnow,39137,G,DET,16,0,11,68.3,100.0,182,45.0,182,68.2,2,100.0,404,404,71.3,100.0,195,48.3,195
Graham Glasgow,10729,C,DET,16,2,11,63.5,100.0,181,44.9,181,70.4,3,100.0,403,403,69.6,100.0,195,48.4,195
Taylor Decker,10650,T,DET,16,0,11,59.0,100.0,182,45.3,182,52.9,1,100.0,402,402,51.9,100.0,194,48.3,194
Julie'n Davenport,11885,T,HST,17,0,13,51.9,100.0,110,27.5,110,55.3,4,100.0,400,400,62.9,100.0,260,65.0,260
Mitchell Schwartz,7041,T,KC,18,0,16,59.3,100.0,112,28.0,112,74.8,1,100.0,400,400,76.6,100.0,236,59.0,236
Eric Fisher,7783,T,KC,18,1,16,53.0,100.0,112,28.0,112,70.9,1,100.0,400,400,75.2,100.0,236,59.0,236
Sam Tevi,11945,T,LAC,18,0,27,70.7,100.0,214,53.8,214,64.7,1,100.0,398,398,49.7,100.0,110,27.6,110
Virgil Green,6356,TE,LAC,18,0,27,65.6,100.0,207,52.0,207,66.3,3,100.0,398,398,61.4,100.0,119,29.9,119
Joel Bitonio,8670,G,CLV,16,1,8,74.1,100.0,166,41.8,166,72.8,1,100.0,397,397,66.6,100.0,185,46.6,185
Chris Hubbard,8051,T,CLV,16,1,8,55.1,100.0,166,41.8,166,48.7,1,100.0,397,397,45.4,100.0,185,46.6,185
J.C. Tretter,7904,C,CLV,16,0,8,63.9,100.0,166,41.8,166,69.8,0,100.0,397,397,70.8,100.0,185,46.6,185
Kevin Zeitler,7032,G,CLV,16,0,8,55.6,100.0,166,41.8,166,67.8,1,100.0,397,397,76.5,100.0,185,46.6,185
Kelvin Beachum,7229,T,NYJ,16,2,22,50.7,100.0,150,37.8,150,55.0,2,100.0,397,397,58.2,100.0,208,52.4,208
Brian Winters,7853,G,NYJ,16,0,22,55.0,100.0,150,37.8,150,63.5,2,100.0,397,397,64.6,100.0,208,52.4,208
Joe Staley,3644,T,SF,16,1,28,70.1,100.0,89,22.5,89,79.9,1,100.0,396,396,78.3,100.0,279,70.5,279
Mike Person,6391,G,SF,16,1,28,66.7,100.0,90,22.8,90,67.0,3,100.0,395,395,65.4,100.0,272,68.9,272
Nick Boyle,9604,TE,BLT,17,0,3,73.5,100.0,224,57.0,224,70.0,0,100.0,393,393,64.1,100.0,115,29.3,115
Josh Hill,8200,TE,NO,18,0,20,57.5,100.0,162,41.3,162,58.0,1,100.0,392,392,61.0,100.0,166,42.3,166
Garett Bolles,11775,T,DEN,16,0,10,74.3,100.0,164,41.8,164,70.8,1,100.0,392,392,59.2,100.0,185,47.2,185
Greg Van Roten,7746,G,CAR,16,0,5,56.5,100.0,171,43.7,171,55.6,0,100.0,391,391,54.0,100.0,157,40.2,157
Rodney Hudson,6207,C,OAK,16,0,23,63.6,100.0,95,24.3,95,73.6,1,100.0,391,391,71.8,100.0,255,65.2,255
Quinton Spain,10110,G,TEN,15,0,31,41.9,100.0,98,25.1,98,63.8,2,100.0,390,390,72.7,100.0,259,66.4,259
Matthew Stafford,4924,QB,DET,16,0,11,60.0,100.0,182,46.7,182,60.0,0,97.0,390,402,60.0,99.5,193,49.5,194
Lane Johnson,7786,T,PHI,17,1,24,64.2,100.0,122,31.4,122,78.4,1,100.0,389,389,80.9,100.0,232,59.6,232
Connor McGovern,10778,G,DEN,16,0,10,69.6,100.0,162,41.6,162,68.9,3,100.0,389,389,74.3,100.0,184,47.3,184
Deshaun Watson,11767,QB,HST,17,0,13,60.0,95.8,114,29.5,119,60.1,0,90.0,387,430,60.1,91.4,256,66.1,280
Taylor Moton,11819,T,CAR,16,0,5,58.1,100.0,169,43.8,169,61.9,2,100.0,386,386,60.7,100.0,157,40.7,157
Andrus Peat,9446,G,NO,15,0,20,45.4,100.0,157,40.8,157,40.4,3,100.0,385,385,36.1,100.0,173,44.9,173
Tyron Smith,6161,T,DAL,15,0,9,65.1,100.0,178,46.2,178,71.2,1,100.0,385,385,76.9,100.0,167,43.4,167
Julian Edelman,5156,WR,NE,15,0,19,76.4,100.0,232,60.4,232,74.4,3,97.5,384,394,59.9,100.0,107,27.9,107
Chase Roullier,11954,C,WAS,16,1,32,59.9,100.0,188,49.1,188,58.8,1,100.0,383,383,55.1,100.0,156,40.7,156
Nelson Agholor,9453,WR,PHI,18,0,24,68.3,99.2,128,33.7,129,65.4,1,99.0,380,384,61.4,100.0,224,58.9,224
Case Keenum,7323,QB,DEN,16,0,10,60.5,100.0,165,43.7,165,60.3,0,96.4,378,392,60.0,98.9,183,48.4,185
Braden Smith,46794,T,IND,17,0,14,61.0,100.0,205,54.4,205,70.3,1,100.0,377,377,72.4,100.0,125,33.2,125
Ryan Kalil,3675,C,CAR,16,0,5,65.9,100.0,165,43.8,165,65.4,1,100.0,377,377,47.7,100.0,155,41.1,155
Kolton Miller,47013,T,OAK,16,0,23,56.0,100.0,94,25.0,94,46.8,2,100.0,376,376,45.2,100.0,243,64.6,243
Russell Okung,5531,T,LAC,17,0,27,62.3,100.0,199,52.9,199,69.6,4,100.0,376,376,78.5,100.0,117,31.1,117
Weston Richburg,8678,C,SF,15,0,28,59.6,100.0,88,23.5,88,56.7,1,100.0,375,375,57.3,100.0,257,68.5,257
Zach Ertz,7816,TE,PHI,18,1,24,45.6,100.0,117,31.4,117,49.3,2,100.0,373,373,54.4,100.0,216,57.9,216
Senio Kelemete,7144,G,HST,15,0,13,49.4,100.0,98,26.3,98,51.2,0,100.0,373,373,54.9,100.0,247,66.2,247
Mitch Trubisky,11757,QB,CHI,15,0,6,60.3,98.2,111,29.8,113,60.5,1,91.9,373,406,60.5,94.7,232,62.2,245
Travis Kelce,7844,TE,KC,18,0,16,58.2,100.0,101,27.2,101,59.7,0,100.0,371,371,56.8,100.0,223,60.1,223
Taylor Lewan,8646,T,TEN,15,0,31,70.0,100.0,91,24.6,91,68.4,2,100.0,370,370,69.3,100.0,251,67.8,251
Chris Hogan,6468,WR,NE,19,1,19,63.8,100.0,209,56.6,209,47.3,2,100.0,369,369,59.1,100.0,111,30.1,111
Derek Carr,8671,QB,OAK,16,0,23,60.0,98.9,94,25.6,95,60.0,0,95.8,367,383,60.0,99.2,248,67.6,250
Will Hernandez,46180,G,NYG,16,0,21,52.0,100.0,105,28.9,105,62.9,1,100.0,363,363,61.8,100.0,222,61.2,222
Nate Solder,6169,T,NYG,16,0,21,66.3,100.0,105,28.9,105,66.6,1,100.0,363,363,62.9,100.0,222,61.2,222
Jesse Davis,9989,G,MIA,16,0,17,47.6,100.0,103,28.5,103,55.0,1,100.0,362,362,59.2,100.0,230,63.5,230
Willie Snead IV,8999,WR,BLT,17,0,3,71.3,100.0,225,62.5,225,63.4,0,99.7,360,361,63.4,100.0,115,31.9,115
Rick Wagner,7950,T,DET,15,0,11,61.6,100.0,157,43.7,157,60.0,3,100.0,359,359,58.7,100.0,176,49.0,176
Patrick Mahomes,11765,QB,KC,18,0,16,60.1,100.0,110,30.8,110,60.1,0,91.5,357,390,60.0,93.9,214,59.9,228
John Miller,9514,G,BUF,15,0,4,67.1,100.0,128,36.0,128,61.7,0,100.0,356,356,55.0,100.0,174,48.9,174
Morgan Moses,8701,T,WAS,16,0,32,65.5,100.0,168,47.5,168,65.9,4,100.0,354,354,62.2,100.0,150,42.4,150
Doug Baldwin,6615,WR,SEA,14,0,29,47.1,100.0,90,25.4,90,68.8,2,100.0,354,354,76.3,100.0,246,69.5,246
Kendall Lamm,10017,T,HST,14,0,13,47.2,100.0,98,28.0,98,50.7,1,100.0,350,350,53.4,100.0,228,65.1,228
Corey Davis,11760,WR,TEN,16,0,31,79.2,100.0,78,22.3,78,72.5,1,98.3,350,356,70.0,100.0,254,72.6,254
Jason Peters,2148,T,PHI,18,0,24,57.6,100.0,124,35.6,124,65.0,1,100.0,348,348,68.4,100.0,195,56.0,195
Mason Cole,45547,C,ARZ,16,0,1,60.3,100.0,141,40.8,141,59.5,0,100.0,346,346,48.2,100.0,161,46.5,161
James Daniels,45576,G,CHI,14,0,6,62.4,100.0,90,26.0,90,65.8,1,100.0,346,346,62.2,100.0,212,61.3,212
D.J. Fluker,7792,G,SEA,11,0,29,58.3,100.0,103,29.8,103,56.9,4,100.0,346,346,57.0,100.0,217,62.7,217
Zay Jones,11792,WR,BUF,16,0,4,72.3,100.0,120,34.8,120,74.9,0,99.7,345,346,74.2,100.0,179,51.9,179
Donovan Smith,9467,T,TB,16,0,30,56.0,100.0,121,35.2,121,52.7,2,100.0,344,344,54.5,100.0,179,52.0,179
Ali Marpet,9494,G,TB,16,0,30,65.1,100.0,121,35.2,121,70.0,1,100.0,344,344,74.1,100.0,179,52.0,179
Bobby Hart,9659,T,CIN,16,0,7,63.4,100.0,99,28.9,99,56.1,2,100.0,343,343,50.1,100.0,214,62.4,214
Ryan Jensen,7985,C,TB,16,0,30,54.3,100.0,121,35.3,121,53.8,4,100.0,343,343,59.5,100.0,179,52.2,179
Mike Remmers,7431,G,MIN,16,0,18,52.9,100.0,107,31.2,107,61.1,2,100.0,343,343,60.2,100.0,194,56.6,194
Jake Matthews,8641,T,ATL,16,0,2,66.1,100.0,86,25.1,86,62.7,2,100.0,342,342,57.6,100.0,221,64.6,221
Alex Mack,4944,C,ATL,16,0,2,61.1,100.0,86,25.1,86,80.2,2,100.0,342,342,85.1,100.0,221,64.6,221
Brandon Shell,10792,T,NYJ,14,0,22,55.7,100.0,130,38.1,130,58.8,0,100.0,341,341,64.5,100.0,178,52.2,178
Ramon Foster,5229,G,PIT,16,0,25,61.6,100.0,182,53.7,182,61.1,2,100.0,339,339,56.5,100.0,115,33.9,115
Alejandro Villanueva,9091,T,PIT,16,0,25,72.9,100.0,182,53.7,182,64.7,1,100.0,339,339,50.9,100.0,115,33.9,115
James Develin,6142,FB,NE,19,0,19,59.1,100.0,173,51.0,173,57.0,1,97.7,339,347,48.8,100.0,116,34.2,116
Eli Manning,1722,QB,NYG,16,0,21,60.0,100.0,104,30.7,104,60.0,0,96.9,339,350,60.0,100.0,211,62.2,211
Anthony Castonzo,6174,T,IND,13,0,14,68.0,100.0,186,55.0,186,71.3,2,100.0,338,338,65.6,100.0,113,33.4,113
George Kittle,11901,TE,SF,16,1,28,68.0,100.0,76,22.6,76,73.3,1,99.7,337,338,72.0,100.0,228,67.7,228
Cameron Erving,9452,G,KC,16,1,16,43.4,100.0,93,27.8,93,46.4,1,100.0,334,334,49.3,100.0,198,59.3,198
Clint Boling,6253,G,CIN,16,0,7,62.4,100.0,99,29.6,99,52.0,1,100.0,334,334,52.8,100.0,206,61.7,206
Laremy Tunsil,10647,T,MIA,15,0,17,63.6,100.0,90,27.4,90,69.7,1,100.0,329,329,69.9,100.0,213,64.7,213
Maurkice Pouncey,5543,C,PIT,16,0,25,66.9,100.0,178,54.1,178,63.9,3,100.0,329,329,59.2,100.0,111,33.7,111
Spencer Long,8713,C,NYJ,13,1,22,58.6,100.0,115,35.4,115,48.2,3,100.0,325,325,44.3,100.0,179,55.1,179
A.J. Cann,9500,G,JAX,15,0,15,65.5,100.0,96,29.6,96,60.8,0,100.0,324,324,57.2,100.0,200,61.7,200
Matt Ryan,4317,QB,ATL,16,0,2,61.0,98.8,85,26.2,86,61.4,0,95.3,324,340,61.3,100.0,219,67.6,219
Ja'Wuan James,8654,T,MIA,15,0,17,63.9,100.0,89,27.5,89,71.9,2,100.0,324,324,68.1,100.0,208,64.2,208
Ryan Kelly,10652,C,IND,14,0,14,70.9,100.0,177,54.8,177,72.1,2,100.0,323,323,78.7,100.0,114,35.3,114
Chad Wheeler,12240,T,NYG,15,0,21,33.7,100.0,98,30.3,98,39.6,1,100.0,323,323,49.1,100.0,193,59.8,193
Alex Redmond,11113,G,CIN,15,0,7,58.3,100.0,97,30.2,97,65.3,5,100.0,321,321,63.3,100.0,195,60.7,195
Kirk Cousins,7102,QB,MIN,16,0,18,60.0,99.1,106,33.0,107,60.0,0,92.8,321,346,60.0,98.5,194,60.4,197
Gabe Jackson,8716,G,OAK,13,0,23,59.2,100.0,71,22.5,71,69.8,0,100.0,315,315,72.7,100.0,211,67.0,211
Michael Gallup,26075,WR,DAL,18,0,9,62.2,100.0,126,40.1,126,60.5,0,100.0,314,314,66.5,100.0,157,50.0,157
Taylor Gabriel,9002,WR,CHI,17,1,6,58.2,100.0,101,32.2,101,59.1,1,96.6,314,325,61.8,100.0,192,61.1,192
Connor Williams,46216,G,DAL,15,0,9,56.9,100.0,143,45.5,143,55.9,2,100.0,314,314,53.7,100.0,134,42.7,134
Adam Thielen,8288,WR,MIN,16,0,18,66.0,99.0,100,32.1,101,58.3,0,98.4,312,317,65.3,100.0,184,59.0,184
Marcus Mariota,9435,QB,TEN,14,0,31,61.6,95.2,80,25.6,84,61.6,1,91.2,312,342,60.3,94.3,216,69.2,229
Larry Fitzgerald,1724,WR,ARZ,16,1,1,57.6,100.0,127,40.8,127,61.5,2,100.0,311,311,70.8,100.0,150,48.2,150
Kenny Wiggins,6471,G,DET,16,0,11,49.3,100.0,141,45.5,141,51.8,0,100.0,310,310,55.2,100.0,147,47.4,147
Keenan Allen,7857,WR,LAC,18,0,27,71.9,100.0,178,57.8,178,75.5,2,97.2,308,317,73.8,100.0,93,30.2,93
Jarvis Landry,8698,WR,CLV,16,0,8,80.3,98.4,125,40.6,127,81.4,1,99.4,308,310,74.1,100.0,154,50.0,154
Terron Armstead,7856,T,NO,12,0,20,67.6,100.0,119,38.9,119,81.5,1,100.0,306,306,79.9,100.0,149,48.7,149
